ISR_M_d,ISR_frequency,ISR_sine_r[0],ISR_sine_r[1],ISR_sine_r[2],Ch5,Ch6,Ch7,Ch8,Ch9,Ch10,Ch11,Ch12,Ch13,Ch14,Ch15,Ch16,Ch17,Ch18,Ch19
1,1,0.834770977,-0.894216776,0.0594457537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.83494395,-0.894076049,0.0591321476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.835116804,-0.893935323,0.058818534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.835289538,-0.893794477,0.0585049167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.835462213,-0.893653512,0.058191292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.835634828,-0.893512487,0.0578776635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.835807383,-0.893371403,0.0575640276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.835979819,-0.8932302,0.0572503842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.836152136,-0.893088877,0.0569367371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.836324453,-0.892947495,0.0566230863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.836496651,-0.892806053,0.0563094281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.83666873,-0.892664492,0.0559957661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.836840749,-0.892522871,0.0556820966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.837012708,-0.892381132,0.0553684197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.837184548,-0.892239332,0.0550547428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.837356329,-0.892097414,0.0547410548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.83752805,-0.891955376,0.054427363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.837699652,-0.891813338,0.0541136675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.837871194,-0.891671181,0.0537999682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.838042617,-0.891528904,0.0534862615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.83821398,-0.891386569,0.0531725474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.838385284,-0.891244113,0.0528588295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.838556468,-0.891101599,0.0525451079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.838727593,-0.890958965,0.0522313789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.838898659,-0.890816271,0.0519176461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.839069605,-0.890673518,0.0516039096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.839240432,-0.890530646,0.0512901656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.839411259,-0.890387654,0.050976418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.839581966,-0.890244603,0.0506626628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.839752555,-0.890101492,0.050348904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.839923084,-0.889958262,0.0500351414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.840093553,-0.889814913,0.0497213751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.840263903,-0.889671504,0.0494076014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.840434194,-0.889528036,0.0490938239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.840604424,-0.889384449,0.048780039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.840774536,-0.889240801,0.048466254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.840944588,-0.889097035,0.0481524579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.841114521,-0.888953209,0.0478386618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.841284394,-0.888809264,0.047524862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.841454208,-0.888665259,0.0472110547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.841623902,-0.888521135,0.0468972437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.841793537,-0.888376951,0.0465834253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.841963053,-0.888232708,0.0462696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.842132509,-0.888088346,0.0459557809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.842301905,-0.887943864,0.0456419513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.842471182,-0.887799323,0.0453281179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.8426404,-0.887654662,0.0450142771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.842809558,-0.887510002,0.0447004363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.842978597,-0.887365162,0.044386588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.843147516,-0.887220263,0.0440727361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.843316436,-0.887075305,0.0437588803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.843485236,-0.886930227,0.0434450209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.843653917,-0.88678509,0.043131154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.843822539,-0.886639833,0.0428172871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.843991101,-0.886494517,0.0425034128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.844159544,-0.886349082,0.0421895348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.844327927,-0.886203587,0.041875653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.844496191,-0.886057973,0.0415617675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.844664454,-0.885912299,0.0412478782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.84483254,-0.885766566,0.0409339853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.845000625,-0.885620713,0.0406200849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.845168531,-0.885474741,0.0403061844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.845336437,-0.88532871,0.0399922766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0.845504224,-0.885182619,0.0396783687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
